prompts,responses
Makanan khas Bandung apa ya yang enak?,<pad> Makanan khas Bandung apa ya yang enak</s>
Minta saran oleh-oleh khas Bandung dong?,<pad> tolong tunjukan saya oleh-oleh khas bandung</s>
Apa bedanya pecel lele sama lele?,<pad> Apa bedanya lele dengan pecel?</s>
Apa bedanya pecel lele sama pecel?,<pad> Perbedaan antara pecel lele dan pecel adalah sebagaimana ditunjukkan pada artikel berikut.</s>
Apa bedanya ketoprak dan gado-gado?,<pad> BagaimanaKetoprak berbeda darigado?</s>
Apa bedanya ketoprak dan karedok?,<pad> Perbedaan antara ketoprak dan karedok</s>
Apa bedanya gado-gado dan karedok?,<pad> apakah bedanya gado-gado dengan karedok?</s>
Akun Grab saya terblokir?,<pad> Bagaimana cara memblokir akun Grab saya?</s>
Kenapa Jakarta macet banget ya?,<pad> Kenapa Jakarta macet banget ya?</s>
Gimana caranya jadi presiden?,<pad> Bagaimana caranya menjadi presiden?</s>
Gimana caranya jadi gubernur?,<pad> Gimana caranya jadi Gubernur?</s>
Gimana caranya jadi ketua RT?,<pad> Bagaimana saya bisa menjadi ketua RT?</s>
Kenapa ngga ada yang mau jadi ketua RT?,<pad> Ngapa sikok ndak ada yang mau jadi ketua RT?</s>
Apa sih bedanya RT dan RW?,<pad> Apa perbedaan antara RT dan RW?</s>
Apaan itu kelurahan dan kecamatan?,<pad> An itu kelurahan dan kecamatan</s>
Minta review product Wardah dong?,<pad> Bisa minta review produk Wardah?</s>
Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?,<pad> Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?</s>
