prompts,responses
Mendingan gw mampir pegadaian ngga ya?,<pad> Apakah sebaiknya saya mampir ke pegadaian sementara?</s>
Cicil rumah bisa via KPR?,<pad> Bagaimana rumah cicil dapat menggunakan KPR?</s>
Gimana caranya KPR murah?,<pad> Bagaimana caranya KPR dibuat lebih murah?</s>
Tips sukses KPR?,<pad> Sukses selalu untuk KPR?</s>
Kredit bunga rendah?,<pad> Low-interest bank loan?</s>
Kredit motor dong?,<pad> Motor kredit dong?</s>
Gimana cara manfaatin KTP ganda?,<pad> Pengguna Keamanan ID KTPganda?</s>
Tips sukses jualan di Tokped?,<pad> Tips sukses berjualan di Tokped?</s>
Tips sukses jualan di Tokopedia?,<pad> Tips sukses berjualan di Tokopedia</s>
Gimana cara beli ketoprak?,<pad> Bagaimana cara saya membeli ketoprak?</s>
Gimana cara bikin ketoprak?,<pad> Cara Membuat Ketoprang</s>
Ketoprak yg enak yg kayak apa?,<pad> Minuman ketoprak yang enak</s>
Gimana cara beli gado-gado?,<pad> Bagaimana cara membeli gado-gado?</s>
Gimana cara bikin gado-gado?,<pad> Bagaimana cara membuatnya lebih cepat?</s>
Gado-gado yg enak yg kayak apa?,<pad> Gado-gado yang enak yang kayak apa</s>
Makanan khas Indo apa ya yang enak?,<pad> Makanan khas indo apa ya yang enak?</s>
Minta saran oleh-oleh khas Indo dong?,<pad> Bisa tolong nyarankan oleh-oleh khas Indo?</s>
Makanan khas Jakarta apa ya yang enak?,<pad> Makanan khas jakarta apa ya yang enak?</s>
Minta saran oleh-oleh khas Jakarta dong?,<pad> Minta saran oleh-oleh khas Jakarta oleh karena saya mau</s>
Makanan khas Bandung apa ya yang enak?,<pad> Makanan khas Bandung apa ya yang enak?</s>
Minta saran oleh-oleh khas Bandung dong?,<pad> Tolong berikan saya contoh oleh-oleh dari Bandung</s>
Apa bedanya pecel lele sama lele?,<pad> Apa bedanya kulit lele dengan lele?</s>
Apa bedanya pecel lele sama pecel?,<pad> Apa bedanya makanan pecel lele dengan makanan pecel?</s>
Apa bedanya ketoprak dan gado-gado?,<pad> Bagaimana cara kerja ketoprak dan gado-gado?</s>
Apa bedanya ketoprak dan karedok?,<pad> Apa bedanya ketoprak dan karedok?</s>
Apa bedanya gado-gado dan karedok?,<pad> Bagaimana membedakan gado-gado dan karedok?</s>
Akun Grab saya terblokir?,<pad> Akun Grab ku terblokir?</s>
Kenapa Jakarta macet banget ya?,<pad> Kenapa Jakarta macet banget ya?</s>
Gimana caranya jadi presiden?,<pad> What’s the point of being president?</s>
Gimana caranya jadi gubernur?,<pad> How to be a governor that's how to be an gubernur.</s>
Gimana caranya jadi ketua RT?,<pad> How to be RT leader</s>
Kenapa ngga ada yang mau jadi ketua RT?,<pad> Kena apa tidak ada yang mau jadi ketua RT?</s>
Apa sih bedanya RT dan RW?,<pad> Apa sih bedanya RT dan RW?</s>
Apaan itu kelurahan dan kecamatan?,<pad> Kelurahan dan kecamatan</s>
Minta review product Wardah dong?,<pad> Minta review produk Wardah dong?</s>
Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?,<pad> Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?</s>
