prompts,responses
"Mau jalan-jalan di GI, kemana ya?","<pad> Mau jalan-jalan di GI, kemana ya?</s>"
"Kalau mau kuliah, bagusnya kuliah kemana ya?","<pad> Kalau mau kuliah, bagusnya kuliah kemana ya</s>"
"Kalau mau kuliah, apa cuma kuliah negeri aja yang bagus?","<pad> Kalau mau kuliah, apa cuma kuliah negeri saja yang bagus?</s>"
"Kalau mau kuliah, apa cuma kuliah swasta aja yang bagus?","<pad> Kalau mau kuliah, apakah hanya kuliah swasta saja yang bagus?</s>"
Siapa anaknya Jokowi?,<pad> Siapa anak Jokowi?</s>
Siapa anaknya Soekarno?,<pad> Siapa anak Soekarno?</s>
Siapa presiden Indonesia yang pertama?,<pad> Siapakah presiden Indonesia pertama?</s>
Siapa presiden Indonesia yang kedua?,<pad> Siapa presiden Indonesia yang kedua?</s>
Apa artinya sebelum negara api menyerang?,<pad> Apa artinya sebelum negara api menyerang</s>
Jual mobil perlu BPKB ngga?,<pad> jual mobil perlu BPKB gak?</s>
Jual mobil tanpa BPKB?,<pad> untuk menjual mobil tanpa BPKB.</s>
Mendingan gw mampir pegadaian ngga ya?,<pad> Mendingan saya mampir pegadaian tidak ya?</s>
Cicil rumah bisa via KPR?,<pad> Siap membeli rumah via KPR?</s>
Gimana caranya KPR murah?,<pad> Bagaimana caranya mendapatkan KPR murah?</s>
Tips sukses KPR?,<pad> Tips sukses KPR</s>
Kredit bunga rendah?,<pad> Kredit bunga rendah</s>
Kredit motor dong?,<pad> Kredit mobil kan?</s>
Gimana cara manfaatin KTP ganda?,<pad> Cara menggunakan KTP ganda secara efektif</s>
Tips sukses jualan di Tokped?,<pad> Tips sukses jualan di Tokped</s>
Tips sukses jualan di Tokopedia?,<pad> Tips sukses jualan di Tokopedia</s>
Gimana cara beli ketoprak?,<pad> Kenapa kita harus beli ketoprak?</s>
Gimana cara bikin ketoprak?,<pad> Bagaimana cara membuat ketoprak?</s>
Ketoprak yg enak yg kayak apa?,<pad> Ketoprak yg enak yg kayak apa</s>
Gimana cara beli gado-gado?,<pad> Bagaimana cara membeli gado-gado?</s>
Gimana cara bikin gado-gado?,<pad> Bagaimana cara membuat gado-gado?</s>
Gado-gado yg enak yg kayak apa?,<pad> Gado-gado yang enak yang kayak apa?</s>
Makanan khas Indo apa ya yang enak?,<pad> Makanan khas Indo apa ya yang enak</s>
Minta saran oleh-oleh khas Indo dong?,<pad> Tunjukkan saran oleh-oleh khas Indonesia ya</s>
Makanan khas Jakarta apa ya yang enak?,<pad> Makanan khas Jakarta apa ya yang enak</s>
Minta saran oleh-oleh khas Jakarta dong?,<pad> Bisa tolong saran oleh-oleh khas Jakarta dong?</s>
Makanan khas Bandung apa ya yang enak?,<pad> Makanan khas Bandung apa yang enak?</s>
Minta saran oleh-oleh khas Bandung dong?,<pad> Tanya saran oleh-oleh khas Bandung ya</s>
Apa bedanya pecel lele sama lele?,<pad> Apa bedanya pecel lele sama lele?</s>
Apa bedanya pecel lele sama pecel?,<pad> Apa bedanya pecel lele sama pecel?</s>
Apa bedanya ketoprak dan gado-gado?,<pad> Apa bedanya ketoprak dan gado-gado?</s>
Apa bedanya ketoprak dan karedok?,<pad> Apa perbedaan ketoprak dan karedok?</s>
Apa bedanya gado-gado dan karedok?,<pad> Apa bedanya gado-gado dan karedok?</s>
Akun Grab saya terblokir?,<pad> akun grab saya terblokir</s>
Kenapa Jakarta macet banget ya?,<pad> Kenapa Jakarta macet banget ya?</s>
Gimana caranya jadi presiden?,<pad> Bagaimana cara menjadi presiden?</s>
Gimana caranya jadi gubernur?,<pad> Bagaimana caranya menjadi gubernur</s>
Gimana caranya jadi ketua RT?,<pad> Apa saja cara untuk menjadi ketua RT?</s>
Kenapa ngga ada yang mau jadi ketua RT?,<pad> Mengapa tidak ada yang mau menjadi ketua RT</s>
Apa sih bedanya RT dan RW?,<pad> Apa perbedaan RT dan RW?</s>
Apaan itu kelurahan dan kecamatan?,<pad> Apa perbedaan kelurahan dan kecamatan?</s>
Minta review product Wardah dong?,"<pad> Baik, nih hasil review produk Wardah.</s>"
Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?,<pad> Bisakah Anda jelaskan ulasan pelanggan yang negatif dan positif dari pelanggan yang telah membeli dan menggunakan Wardah untuk waktu yang cukup lama?</s>
